artist_id,p2_id
1,1
2,2
3,3
4,4
5,5
6,6
7,7
8,8
9,9
10,10
11,11
12,12
13,13
14,14
15,15
16,16
18,17
19,18
20,19
21,20
22,21
23,22
24,23
25,24
26,25
28,26
29,27
30,28
31,29
32,30
33,31
34,32
35,33
36,34
37,35
38,36
39,37
40,38
41,39
43,40
44,41
45,42
46,43
47,44
48,45
49,46
50,47
51,48
52,49
53,50
54,51
55,52
56,53
57,54
58,55
59,56
60,57
61,58
62,59
63,60
64,61
66,62
67,63
68,64
69,65
70,66
71,67
72,68
73,69
74,70
75,71
76,72
77,73
78,74
79,75
80,76
81,77
82,78
83,79
84,80
85,81
86,82
87,83
88,84
90,85
91,86
92,87
93,88
95,89
96,90
97,91
98,92
99,93
100,94
101,95
102,96
103,97
104,98
105,99
109,100
111,101
113,102
114,103
115,104
116,105
119,106
120,107
121,108
122,109
123,110
124,111
127,112
129,113
130,114
132,115
133,116
136,117
137,118
138,119
139,120
140,121
141,122
142,123
144,124
145,125
148,126
150,127
151,128
153,129
154,130
155,131
156,132
157,133
158,134
159,135
160,136
161,137
162,138
163,139
165,140
166,141
168,142
171,143
172,144
173,145
174,146
177,147
178,148
180,149
181,150
184,151
185,152
187,153
189,154
190,155
191,156
192,157
197,158
198,159
199,160
200,161
201,162
204,163
205,164
206,165
207,166
208,167
210,168
211,169
212,170
213,171
216,172
217,173
218,174
219,175
220,176
222,177
223,178
224,179
225,180
226,181
227,182
228,183
229,184
231,185
234,186
235,187
236,188
238,189
239,190
240,191
243,192
244,193
245,194
246,195
248,196
250,197
252,198
254,199
255,200
258,201
260,202
261,203
262,204
263,205
264,206
265,207
269,208
271,209
272,210
273,211
274,212
275,213
276,214
278,215
279,216
281,217
283,218
284,219
285,220
289,221
291,222
292,223
293,224
294,225
297,226
298,227
299,228
300,229
301,230
305,231
308,232
309,233
310,234
312,235
313,236
314,237
315,238
316,239
318,240
322,241
323,242
326,243
327,244
329,245
330,246
331,247
332,248
334,249
335,250
337,251
339,252
341,253
342,254
343,255
345,256
346,257
347,258
349,259
350,260
351,261
354,262
355,263
356,264
357,265
358,266
359,267
360,268
363,269
364,270
365,271
368,272
369,273
374,274
375,275
377,276
378,277
379,278
381,279
383,280
385,281
387,282
388,283
389,284
390,285
394,286
395,287
396,288
397,289
398,290
400,291
401,292
403,293
407,294
409,295
410,296
411,297
412,298
413,299
416,300
417,301
419,302
420,303
426,304
427,305
428,306
429,307
430,308
431,309
434,310
435,311
436,312
438,313
440,314
441,315
443,316
447,317
449,318
452,319
453,320
456,321
458,322
461,323
462,324
463,325
468,326
471,327
472,328
475,329
477,330
481,331
485,332
486,333
487,334
488,335
490,336
491,337
494,338
495,339
497,340
498,341
499,342
500,343
505,344
511,345
517,346
519,347
520,348
522,349
523,350
524,351
525,352
526,353
527,354
529,355
530,356
531,357
534,358
535,359
536,360
537,361
538,362
540,363
541,364
544,365
546,366
548,367
550,368
551,369
552,370
556,371
557,372
559,373
560,374
561,375
562,376
563,377
565,378
567,379
568,380
569,381
573,382
575,383
579,384
582,385
584,386
586,387
587,388
591,389
592,390
593,391
596,392
597,393
599,394
601,395
602,396
604,397
606,398
607,399
612,400
613,401
614,402
617,403
618,404
621,405
623,406
624,407
625,408
627,409
628,410
629,411
631,412
634,413
637,414
640,415
641,416
642,417
646,418
647,419
654,420
656,421
662,422
663,423
667,424
669,425
670,426
671,427
672,428
673,429
674,430
676,431
677,432
680,433
682,434
684,435
686,436
687,437
688,438
689,439
691,440
692,441
694,442
695,443
696,444
699,445
700,446
701,447
703,448
704,449
706,450
707,451
711,452
714,453
716,454
719,455
721,456
722,457
726,458
729,459
731,460
732,461
740,462
743,463
747,464
748,465
752,466
754,467
755,468
757,469
760,470
764,471
765,472
768,473
769,474
774,475
775,476
778,477
779,478
780,479
783,480
787,481
788,482
790,483
793,484
795,485
796,486
797,487
798,488
800,489
801,490
804,491
806,492
811,493
815,494
816,495
817,496
820,497
826,498
827,499
831,500
832,501
837,502
838,503
840,504
841,505
842,506
843,507
844,508
846,509
847,510
849,511
850,512
855,513
859,514
861,515
864,516
867,517
872,518
874,519
875,520
876,521
878,522
881,523
883,524
884,525
889,526
893,527
895,528
897,529
899,530
900,531
905,532
907,533
909,534
914,535
915,536
921,537
922,538
927,539
930,540
931,541
937,542
939,543
941,544
944,545
945,546
946,547
948,548
950,549
951,550
952,551
957,552
960,553
961,554
962,555
964,556
966,557
967,558
972,559
974,560
982,561
983,562
984,563
988,564
991,565
993,566
994,567
997,568
