artist_id,p1_id
1,1
2,2
3,3
4,4
5,5
6,6
7,7
8,8
9,9
10,10
11,11
12,12
13,13
14,14
15,15
16,16
18,17
19,18
20,19
22,20
23,21
25,22
26,23
29,24
30,25
31,26
32,27
33,28
34,29
35,30
36,31
37,32
38,33
39,34
40,35
41,36
43,37
44,38
45,39
46,40
47,41
48,42
49,43
50,44
51,45
52,46
53,47
54,48
55,49
56,50
57,51
58,52
59,53
61,54
62,55
64,56
66,57
67,58
68,59
69,60
70,61
72,62
73,63
74,64
75,65
76,66
78,67
79,68
80,69
81,70
82,71
83,72
84,73
86,74
87,75
88,76
90,77
91,78
92,79
93,80
95,81
98,82
99,83
100,84
101,85
102,86
103,87
104,88
105,89
111,90
113,91
114,92
115,93
116,94
119,95
120,96
122,97
123,98
124,99
127,100
129,101
132,102
136,103
137,104
138,105
139,106
140,107
141,108
142,109
144,110
148,111
150,112
151,113
154,114
156,115
157,116
158,117
159,118
165,119
171,120
172,121
174,122
177,123
178,124
180,125
181,126
184,127
185,128
186,129
191,130
197,131
198,132
199,133
200,134
201,135
204,136
208,137
211,138
212,139
217,140
224,141
225,142
228,143
231,144
236,145
237,146
238,147
244,148
246,149
250,150
254,151
255,152
261,153
262,154
263,155
269,156
271,157
272,158
274,159
275,160
276,161
279,162
281,163
284,164
285,165
294,166
298,167
299,168
300,169
301,170
305,171
308,172
309,173
310,174
312,175
313,176
315,177
316,178
318,179
326,180
330,181
331,182
332,183
339,184
346,185
347,186
349,187
350,188
351,189
354,190
355,191
356,192
359,193
360,194
363,195
364,196
365,197
366,198
369,199
374,200
375,201
377,202
378,203
379,204
381,205
383,206
387,207
388,208
390,209
397,210
398,211
400,212
403,213
407,214
409,215
411,216
412,217
413,218
416,219
420,220
426,221
428,222
429,223
431,224
440,225
443,226
447,227
449,228
452,229
453,230
462,231
472,232
475,233
477,234
481,235
485,236
486,237
490,238
491,239
495,240
497,241
498,242
500,243
517,244
519,245
520,246
524,247
526,248
534,249
535,250
537,251
538,252
541,253
544,254
548,255
551,256
552,257
557,258
559,259
560,260
562,261
567,262
568,263
569,264
575,265
582,266
584,267
586,268
587,269
591,270
593,271
599,272
601,273
602,274
604,275
606,276
607,277
614,278
618,279
623,280
627,281
631,282
640,283
647,284
654,285
656,286
662,287
667,288
669,289
673,290
674,291
677,292
684,293
686,294
687,295
688,296
689,297
691,298
695,299
696,300
700,301
706,302
711,303
714,304
719,305
721,306
726,307
729,308
731,309
740,310
747,311
748,312
752,313
757,314
760,315
764,316
775,317
779,318
783,319
787,320
793,321
794,322
798,323
800,324
801,325
804,326
806,327
815,328
817,329
820,330
827,331
831,332
832,333
837,334
841,335
842,336
843,337
846,338
849,339
861,340
867,341
874,342
878,343
893,344
897,345
899,346
907,347
910,348
915,349
921,350
927,351
937,352
944,353
948,354
950,355
951,356
957,357
964,358
967,359
971,360
981,361
984,362
988,363
